OBJECTID,CODI_ENS,NOM_ENS,CODICARRER,CARRER,NUMINICIAL,SUFIXINICIAL,NUMFINAL,SUFIXFINAL,NUMERO,X,Y,LAT,LON,EXTRACCIO,CODITRAM
2520,08200,SANT BOI DE LLOBREGAT,1280,C MONTEVIDEO,48, ,0, ,48,419915.0403,4577416.9801,41.34426635,2.04276631,2022/08/01 05:45:24+00,379
2521,08200,SANT BOI DE LLOBREGAT,2520,C CARLES MARTÍ I VILÀ,1,B,0, ,1B,419755.1475,4577907.4945,41.34866823,2.04079057,2022/08/01 05:45:24+00,1945
2522,08200,SANT BOI DE LLOBREGAT,3850,C ORIOLES,70, ,0, ,70,417945.1848,4576596.6392,41.33667983,2.01933528,2022/08/01 05:45:24+00,944
2523,08200,SANT BOI DE LLOBREGAT,0160,AV ONZE DE SETEMBRE,43, ,0, ,43,419803.167,4576810.1307,41.33878967,2.04150945,2022/08/01 05:45:24+00,768
2524,08200,SANT BOI DE LLOBREGAT,2320,C ROSSELLÓ,82,I,0, ,82I,418735.9891,4577847.0311,41.3480215,2.0286178,2022/08/01 05:45:24+00,1873
2525,08200,SANT BOI DE LLOBREGAT,1670,PG EMPORDÀ,4, ,6, ,4-6,419484.5445,4577807.3122,41.34773894,2.03756964,2022/08/01 05:45:24+00,1065
2526,08200,SANT BOI DE LLOBREGAT,0400,C PONT,8, ,0, ,8,420155.1522,4577708.5108,41.34691584,2.04559758,2022/08/01 05:45:24+00,483
2527,08200,SANT BOI DE LLOBREGAT,1030,C LEPANT,48, ,0, ,48,418544.3798,4578031.0669,41.34965964,2.02630303,2022/08/01 05:45:24+00,1886
2528,08200,SANT BOI DE LLOBREGAT,1346,C OSCA,1,B,0, ,1B,420364.2109,4576811.605,41.33885859,2.04821381,2022/08/01 05:45:24+00,1472
2529,08200,SANT BOI DE LLOBREGAT,0470,C CASTELLÓ,15, ,0, ,15,420377.9712,4576018.5725,41.33171753,2.0484822,2022/08/01 05:45:24+00,1690
2530,08200,SANT BOI DE LLOBREGAT,0035,C ÀLABA,1, ,3, ,1-3,419746.9776,4575892.9664,41.33052368,2.04095916,2022/08/01 05:45:24+00,810
2531,08200,SANT BOI DE LLOBREGAT,0240,C BALDIRI COMAS,37, ,0, ,37,419653.0724,4577423.1545,41.34429588,2.03963469,2022/08/01 05:45:24+00,837
2532,08200,SANT BOI DE LLOBREGAT,0315,C CABRERA,20, ,0, ,20,418293.6966,4576630.2352,41.33701782,2.02349537,2022/08/01 05:45:24+00,48
2533,08200,SANT BOI DE LLOBREGAT,1345,C ONDARA,1, ,0, ,1,418656.1944,4577143.3548,41.34167585,2.02775839,2022/08/01 05:45:24+00,1257
2534,08200,SANT BOI DE LLOBREGAT,1590,C OMS,35, ,0, ,35,417643.3051,4578060.7435,41.34983529,2.01552933,2022/08/01 05:45:24+00,1955
2535,08200,SANT BOI DE LLOBREGAT,1360,C ACÀCIES,42, ,0, ,42,418156.4412,4578167.106,41.35084554,2.02164803,2022/08/01 05:45:24+00,1389
2536,08200,SANT BOI DE LLOBREGAT,1140,C MÀLAGA,22, ,0, ,22,419625.2322,4575969.3564,41.33119956,2.03949436,2022/08/01 05:45:24+00,0
2537,08200,SANT BOI DE LLOBREGAT,0110,C ANTONIO MACHADO,5, ,0, ,5,418854.2528,4578311.4791,41.35221642,2.02996916,2022/08/01 05:45:24+00,330
2538,08200,SANT BOI DE LLOBREGAT,3730,C BESÒS,3, ,0, ,3,418795.8914,4576832.2329,41.33888785,2.02946946,2022/08/01 05:45:24+00,2022
2539,08200,SANT BOI DE LLOBREGAT,1880,PL AJUNTAMENT,10, ,0, ,10,419896.8293,4577738.2882,41.34715838,2.04250627,2022/08/01 05:45:24+00,1445
2540,08200,SANT BOI DE LLOBREGAT,3910,AV CAN CARRERES,23, ,0, ,23,418418.0318,4577992.041,41.34929537,2.02479816,2022/08/01 05:45:24+00,1803
2541,08200,SANT BOI DE LLOBREGAT,1240,C MIQUEL,38, ,40, ,38-40,418858.4122,4577520.5502,41.34509342,2.03012461,2022/08/01 05:45:24+00,1686
2542,08200,SANT BOI DE LLOBREGAT,3850,C ORIOLES,9, ,0, ,9,418389.931,4576705.3707,41.33770427,2.02463524,2022/08/01 05:45:24+00,1691
2543,08200,SANT BOI DE LLOBREGAT,0250,C BARCELONA,19, ,0, ,19,419682.086,4576160.2885,41.33292484,2.04014845,2022/08/01 05:45:24+00,1139
2544,08200,SANT BOI DE LLOBREGAT,0550,C DÍDAC PRIU,51,I,0, ,51I,420006.9878,4576779.4103,41.33853325,2.04394918,2022/08/01 05:45:24+00,164
2545,08200,SANT BOI DE LLOBREGAT,1120,C LLUÍS PASCUAL ROCA,45, ,0, ,45,419493.9078,4577418.8657,41.34424136,2.03773306,2022/08/01 05:45:24+00,949
2546,08200,SANT BOI DE LLOBREGAT,6375,PG CULTURES,2, ,0, ,2,418841.4762,4578865.427,41.3572042,2.02974236,2022/08/01 05:45:25+00,1521
2547,08200,SANT BOI DE LLOBREGAT,0420,C NOU,10, ,0, ,10,419668.1124,4577855.2509,41.34818902,2.03975725,2022/08/01 05:45:25+00,407
2548,08200,SANT BOI DE LLOBREGAT,3820,C FORMENTERA,18, ,0, ,18,418330.6089,4576749.2363,41.33809333,2.02392046,2022/08/01 05:45:25+00,1478
2549,08200,SANT BOI DE LLOBREGAT,0470,C CASTELLÓ,7, ,0, ,7,420270.8195,4576149.8939,41.33288968,2.04718463,2022/08/01 05:45:25+00,215
2550,08200,SANT BOI DE LLOBREGAT,0290,C BONAVENTURA ARIBAU,8, ,0, ,8,420113.9101,4577044.0235,41.34092708,2.0451921,2022/08/01 05:45:25+00,294
2551,08200,SANT BOI DE LLOBREGAT,3650,C TORDERA,5, ,0, ,5,418514.3938,4577203.7356,41.34220534,2.02605569,2022/08/01 05:45:25+00,1172
2552,08200,SANT BOI DE LLOBREGAT,1420,C MORERES,9, ,0, ,9,418518.135,4578304.7602,41.35212197,2.02595261,2022/08/01 05:45:25+00,1575
2553,08200,SANT BOI DE LLOBREGAT,3360,C MONTSENY,12, ,0, ,12,417969.988,4577371.24,41.3436587,2.01952704,2022/08/01 05:45:25+00,1333
2554,08200,SANT BOI DE LLOBREGAT,1170,DS MARINA,19, ,0, ,19,421449.1564,4575651.9535,41.32852068,2.06132907,2022/08/01 05:45:25+00,0
2555,08200,SANT BOI DE LLOBREGAT,1110,C LLUÍS COMPANYS,21, ,0, ,21,418507.9167,4578737.4707,41.35601809,2.02577236,2022/08/01 05:45:25+00,542
2556,08200,SANT BOI DE LLOBREGAT,0100,C ANTONI GAUDÍ,105,B,0, ,105B,418385.8719,4577855.8891,41.34806588,2.02443209,2022/08/01 05:45:25+00,1480
2557,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,72, ,0, ,72,419188.3887,4576385.7292,41.33490591,2.03421925,2022/08/01 05:45:25+00,1971
2558,08200,SANT BOI DE LLOBREGAT,1800,C FRANCESC PI I MARGALL,123, ,129, ,123-129,419137.138,4577704.6921,41.3467799,2.0334312,2022/08/01 05:45:25+00,640
2559,08200,SANT BOI DE LLOBREGAT,3790,C PIRINEUS,21, ,0, ,21,418002.3979,4577256.0443,41.34262451,2.01992992,2022/08/01 05:45:25+00,2071
2560,08200,SANT BOI DE LLOBREGAT,5080,C HORTELLS,2,A,0, ,2A,420220.3561,4575737.9266,41.32917432,2.04663574,2022/08/01 05:45:25+00,1000
2561,08200,SANT BOI DE LLOBREGAT,0480,C CERDANYA,38, ,0, ,38,419833.5599,4577182.6067,41.34214738,2.04182348,2022/08/01 05:45:25+00,22
2562,08200,SANT BOI DE LLOBREGAT,1540,C LILÀS,77, ,0, ,77,418053.934,4577821.4711,41.3477222,2.0204695,2022/08/01 05:45:25+00,145
2563,08200,SANT BOI DE LLOBREGAT,0930,C JOAN PARELLADA,4, ,0, ,4,419635.6505,4576391.2175,41.33500007,2.03956304,2022/08/01 05:45:25+00,545
2564,08200,SANT BOI DE LLOBREGAT,0860,C JAUME I,77, ,0, ,77,419697.0652,4577351.1174,41.34365147,2.04016998,2022/08/01 05:45:25+00,193
2565,08200,SANT BOI DE LLOBREGAT,1300,C MOSSÈN JACINT VERDAGUER,165, ,0, ,165,419990.9768,4576732.5956,41.33811003,2.04376402,2022/08/01 05:45:25+00,125
2566,08200,SANT BOI DE LLOBREGAT,1360,C ACÀCIES,76, ,0, ,76,417799.0917,4578165.1536,41.35079156,2.01737716,2022/08/01 05:45:25+00,1843
2567,08200,SANT BOI DE LLOBREGAT,1500,C GINESTA,80, ,0, ,80,418222.8126,4577790.6564,41.34746183,2.02249203,2022/08/01 05:45:25+00,500
2568,08200,SANT BOI DE LLOBREGAT,3810,CM ILLES FORMIGUES,5, ,0, ,5,418084.1644,4576964.9043,41.3400107,2.02094637,2022/08/01 05:45:25+00,1731
2569,08200,SANT BOI DE LLOBREGAT,0310,C BONAVISTA,17, ,0, ,17,419487.8416,4577324.8588,41.34339409,2.03767303,2022/08/01 05:45:25+00,1659
2570,08200,SANT BOI DE LLOBREGAT,2240,C MOSSÈN ANTONI SOLANAS,63, ,0, ,63,419976.9759,4576652.1067,41.33738372,2.04360731,2022/08/01 05:45:25+00,1198
2571,08200,SANT BOI DE LLOBREGAT,0920,C JOAN PAGÈS,18, ,0, ,18,418671.5781,4578262.2936,41.35175501,2.02779233,2022/08/01 05:45:25+00,497
2572,08200,SANT BOI DE LLOBREGAT,0070,C AMADEU VIVES,37, ,0, ,37,419577.0389,4577160.4222,41.34192201,2.0387608,2022/08/01 05:45:25+00,701
2573,08200,SANT BOI DE LLOBREGAT,2100,PL MOSSÈN JAUME OLIVERAS,4, ,5, ,4-5,420157.0433,4577661.1353,41.34648934,2.04562641,2022/08/01 05:45:25+00,1450
2574,08200,SANT BOI DE LLOBREGAT,1540,C LILÀS,29, ,0, ,29,417991.4532,4578005.2803,41.34937129,2.01969791,2022/08/01 05:45:25+00,498
2575,08200,SANT BOI DE LLOBREGAT,2300,AV MARINA,76, ,0, ,76,419421.1631,4575058.4532,41.32297518,2.03717679,2022/08/01 05:45:25+00,1525
2576,08200,SANT BOI DE LLOBREGAT,3700,C GAIÀ,10, ,0, ,10,418751.6118,4577061.2336,41.34094586,2.02890967,2022/08/01 05:45:25+00,3248
2577,08200,SANT BOI DE LLOBREGAT,2580,C VICTÒRIA,100, ,0, ,100,418730.4149,4577993.9207,41.34934388,2.02853151,2022/08/01 05:45:25+00,456
2578,08200,SANT BOI DE LLOBREGAT,2435,C SERRALADA DEL CADÍ,34, ,0, ,34,418029.3222,4577135.4142,41.3415408,2.02026797,2022/08/01 05:45:25+00,1768
2579,08200,SANT BOI DE LLOBREGAT,2310,RD SANT RAMON,144, ,0, ,144,419446.1436,4576548.0864,41.33639398,2.03727774,2022/08/01 05:45:25+00,1203
2580,08200,SANT BOI DE LLOBREGAT,3610,C CANONS,11, ,0, ,11,418660.707,4577268.2346,41.34280103,2.02779559,2022/08/01 05:45:25+00,1889
2581,08200,SANT BOI DE LLOBREGAT,1360,C ACÀCIES,37, ,0, ,37,418128.3918,4578156.1145,41.35074369,2.02131426,2022/08/01 05:45:25+00,1389
2582,08200,SANT BOI DE LLOBREGAT,0920,C JOAN PAGÈS,14,A,0, ,14A,418713.4697,4578250.6187,41.35165409,2.0282946,2022/08/01 05:45:25+00,1361
2583,08200,SANT BOI DE LLOBREGAT,0200,BA MAS DE LES FLORS,2, ,0, ,2,420163.4146,4577350.8885,41.34369576,2.04574336,2022/08/01 05:45:25+00,1183
2584,08200,SANT BOI DE LLOBREGAT,0300,C BONAVENTURA CALOPA,4,B,0, ,4B,420273.547,4577641.6724,41.34632559,2.04702137,2022/08/01 05:45:25+00,466
2585,08200,SANT BOI DE LLOBREGAT,0980,C PALLA,17, ,0, ,17,419650.5985,4577590.0562,41.34579882,2.03958303,2022/08/01 05:45:25+00,667
2586,08200,SANT BOI DE LLOBREGAT,1800,C FRANCESC PI I MARGALL,67, ,69, ,67-69,419467.1874,4577743.1217,41.34715908,2.03737071,2022/08/01 05:45:25+00,268
2587,08200,SANT BOI DE LLOBREGAT,0120,C JOAQUIM AUGER,13, ,0, ,13,419025.433,4577788.9847,41.34752786,2.03208491,2022/08/01 05:45:25+00,687
2588,08200,SANT BOI DE LLOBREGAT,0100,C ANTONI GAUDÍ,98, ,0, ,98,418398.3756,4577869.8522,41.3481929,2.02457965,2022/08/01 05:45:25+00,1480
2589,08200,SANT BOI DE LLOBREGAT,2340,C JOAQUIM RUBIÓ I ORS,9, ,0, ,9,418790.5577,4577660.5159,41.34634717,2.02929494,2022/08/01 05:45:25+00,129
2590,08200,SANT BOI DE LLOBREGAT,2350,C RUTLLA,43, ,0, ,43,419648.3393,4577644.9166,41.34629269,2.03954877,2022/08/01 05:45:25+00,1777
2591,08200,SANT BOI DE LLOBREGAT,2580,C VICTÒRIA,42, ,0, ,42,419010.7564,4578041.5946,41.34980149,2.03187579,2022/08/01 05:45:25+00,1457
2592,08200,SANT BOI DE LLOBREGAT,0060,C SANT PERE MÉS ALT,4,B,0, ,4B,420098.3535,4577525.6812,41.34526357,2.04494281,2022/08/01 05:45:25+00,1579
2593,08200,SANT BOI DE LLOBREGAT,1450,C LLORERS,18, ,0, ,18,418206.2769,4578463.2493,41.35351778,2.02220376,2022/08/01 05:45:25+00,1853
2594,08200,SANT BOI DE LLOBREGAT,0060,C SANT PERE MÉS ALT,22,A,0, ,22A,420032.8573,4577369.9852,41.3438548,2.04418055,2022/08/01 05:45:25+00,886
2595,08200,SANT BOI DE LLOBREGAT,3300,C ORDAL,14, ,0, ,14,417716.0386,4577299.8997,41.34299029,2.01650178,2022/08/01 05:45:25+00,1451
2596,08200,SANT BOI DE LLOBREGAT,3260,C SERRA DE COLLSEROLA,5, ,0, ,5,417845.3637,4577486.2411,41.34468175,2.0180221,2022/08/01 05:45:25+00,904
2597,08200,SANT BOI DE LLOBREGAT,2560,C VERMELL,62, ,66, ,62-66,419629.0606,4577711.6989,41.34689224,2.03930952,2022/08/01 05:45:25+00,896
2598,08200,SANT BOI DE LLOBREGAT,1520,C SALZES,52, ,0, ,52,418133.7371,4577870.2518,41.34816965,2.0214167,2022/08/01 05:45:25+00,1315
2599,08200,SANT BOI DE LLOBREGAT,2570,C VÍCTOR BALAGUER,11, ,0, ,11,419641.4615,4577547.2989,41.34541282,2.03947949,2022/08/01 05:45:25+00,704
2600,08200,SANT BOI DE LLOBREGAT,0800,C HOSPITAL,8, ,10, ,8-10,420188.9061,4577733.1681,41.34714126,2.04599775,2022/08/01 05:45:25+00,1865
2601,08200,SANT BOI DE LLOBREGAT,0100,C ANTONI GAUDÍ,74, ,0, ,74,418692.4581,4577898.789,41.34848326,2.02809059,2022/08/01 05:45:25+00,1983
2602,08200,SANT BOI DE LLOBREGAT,0120,C JOAQUIM AUGER,3, ,5, ,3-5,419033.6567,4577733.2501,41.34702671,2.03219063,2022/08/01 05:45:25+00,1684
2603,08200,SANT BOI DE LLOBREGAT,2240,C MOSSÈN ANTONI SOLANAS,39,A,0, ,39A,420051.1906,4576713.016,41.33793966,2.04448615,2022/08/01 05:45:25+00,625
2604,08200,SANT BOI DE LLOBREGAT,1240,C MIQUEL,47, ,0, ,47,418882.9476,4577518.003,41.34507295,2.03041818,2022/08/01 05:45:25+00,1686
2605,08200,SANT BOI DE LLOBREGAT,3650,C TORDERA,3, ,0, ,3,418523.6127,4577212.7355,41.34228733,2.02616465,2022/08/01 05:45:25+00,1172
2606,08200,SANT BOI DE LLOBREGAT,0240,C BALDIRI COMAS,20, ,0, ,20,419649.4322,4577472.0813,41.34473617,2.03958471,2022/08/01 05:45:25+00,1805
2607,08200,SANT BOI DE LLOBREGAT,1350,C OVIEDO,16, ,0, ,16,419392.5305,4577579.3114,41.34567627,2.03650019,2022/08/01 05:45:25+00,1679
2608,08200,SANT BOI DE LLOBREGAT,0670,C ENRIC MORERA,15, ,0, ,15,419649.612,4576208.4334,41.33335522,2.03975405,2022/08/01 05:45:25+00,1776
2609,08200,SANT BOI DE LLOBREGAT,0280,C BLAI NET,17, ,0, ,17,419818.8544,4576675.1927,41.33757592,2.04171473,2022/08/01 05:45:25+00,1926
2610,08200,SANT BOI DE LLOBREGAT,0250,C BARCELONA,1, ,0, ,1,419726.1966,4576215.5742,41.33342717,2.04066822,2022/08/01 05:45:25+00,65
2611,08200,SANT BOI DE LLOBREGAT,1360,C ACÀCIES,30, ,0, ,30,418310.4056,4578145.3512,41.35066523,2.02349118,2022/08/01 05:45:25+00,827
2612,08200,SANT BOI DE LLOBREGAT,1170,DS MARINA,7, ,0, ,7,422001.5613,4576682.487,41.33785585,2.06779707,2022/08/01 05:45:25+00,0
2613,08200,SANT BOI DE LLOBREGAT,2390,C JOAN SALVAT I PAPASSEIT,56, ,0, ,56,419774.7907,4577275.8051,41.34298092,2.04110883,2022/08/01 05:45:25+00,1936
2614,08200,SANT BOI DE LLOBREGAT,3750,C GARONA,34, ,0, ,34,418514.0494,4577043.8844,41.34076562,2.02607302,2022/08/01 05:45:25+00,800
2615,08200,SANT BOI DE LLOBREGAT,6397,C JAUME CODINA,5, ,0, ,5,418380.5295,4578562.8661,41.35443264,2.02427316,2022/08/01 05:45:25+00,1432
2616,08200,SANT BOI DE LLOBREGAT,0700,C EUSEBI GÜELL,109,A,0, ,109A,418487.2859,4577671.4656,41.34641516,2.02566893,2022/08/01 05:45:25+00,1616
2617,08200,SANT BOI DE LLOBREGAT,0910,C JOAN PFAFF,19,B,0, ,19B,418473.2297,4577786.6297,41.34745095,2.02548547,2022/08/01 05:45:25+00,591
2618,08200,SANT BOI DE LLOBREGAT,3640,C ONYAR,26, ,0, ,26,418301.3925,4577077.737,41.34104898,2.02352713,2022/08/01 05:45:25+00,2100
2619,08200,SANT BOI DE LLOBREGAT,0245,C BALDIRI DÉU I PRIU,4,A,0, ,4A,420048.917,4577199.0572,41.34231694,2.04439499,2022/08/01 05:45:25+00,409
2620,08200,SANT BOI DE LLOBREGAT,1850,PL CATALUNYA,25, ,0, ,25,419784.9154,4576969.3844,41.34022217,2.0412703,2022/08/01 05:45:25+00,487
2621,08200,SANT BOI DE LLOBREGAT,2340,C JOAQUIM RUBIÓ I ORS,61, ,0, ,61,418726.1281,4578041.304,41.3497702,2.02847393,2022/08/01 05:45:25+00,1003
2622,08200,SANT BOI DE LLOBREGAT,4020,C JOSEP ROMEU I TORELLÓ,6, ,0, ,6,418819.5303,4578376.5856,41.3527993,2.02954543,2022/08/01 05:45:25+00,1414
2623,08200,SANT BOI DE LLOBREGAT,0385,C CORB,3, ,0, ,3,418731.6714,4576666.7331,41.33739082,2.02872417,2022/08/01 05:45:25+00,177
2624,08200,SANT BOI DE LLOBREGAT,1360,C ACÀCIES,73, ,0, ,73,417782.0247,4578140.2426,41.35056546,2.01717655,2022/08/01 05:45:25+00,1843
2625,08200,SANT BOI DE LLOBREGAT,3760,C CARDENER,1,A,0, ,1A,418580.1046,4576865.999,41.33917019,2.02688626,2022/08/01 05:45:25+00,589
2626,08200,SANT BOI DE LLOBREGAT,2285,C ANDORRA,13,B,0, ,13B,419904.0298,4575899.649,41.33059949,2.04283483,2022/08/01 05:45:25+00,439
2627,08200,SANT BOI DE LLOBREGAT,1100,C LLUÍS CASTELLS,14, ,0, ,14,419542.69,4577672.1716,41.34652762,2.03828249,2022/08/01 05:45:25+00,1507
2628,08200,SANT BOI DE LLOBREGAT,0870,C JOAN BARDINA,32, ,0, ,32,419871.0948,4577639.2906,41.34626421,2.04221177,2022/08/01 05:45:25+00,1099
2629,08200,SANT BOI DE LLOBREGAT,0240,C BALDIRI COMAS,48, ,0, ,48,419637.3076,4577372.7983,41.34384078,2.03945294,2022/08/01 05:45:25+00,837
2630,08200,SANT BOI DE LLOBREGAT,0400,C PONT,28, ,0, ,28,420233.3127,4577690.321,41.34675976,2.04653411,2022/08/01 05:45:25+00,1632
2631,08200,SANT BOI DE LLOBREGAT,1310,C MÚRCIA,5, ,0, ,5,420033.3465,4575842.74,41.33009978,2.04438748,2022/08/01 05:45:25+00,2066
2632,08200,SANT BOI DE LLOBREGAT,2170,RB RAFAEL CASANOVA,32,B,0, ,32B,419805.3454,4577822.3616,41.34790648,2.04140178,2022/08/01 05:45:25+00,1874
2633,08200,SANT BOI DE LLOBREGAT,2390,C JOAN SALVAT I PAPASSEIT,66, ,0, ,66,419805.6523,4577238.72,41.34264998,2.04148255,2022/08/01 05:45:25+00,1807
2634,08200,SANT BOI DE LLOBREGAT,1310,C MÚRCIA,35,A,0, ,35A,419794.227,4575613.4183,41.32801065,2.04156062,2022/08/01 05:45:25+00,829
2635,08200,SANT BOI DE LLOBREGAT,3860,PG BUDA,11, ,0, ,11,418379.4204,4576630.2357,41.33702651,2.02451974,2022/08/01 05:45:25+00,2087
2636,08200,SANT BOI DE LLOBREGAT,0860,C JAUME I,69, ,0, ,69,419701.1288,4577377.7597,41.34389183,2.04021502,2022/08/01 05:45:25+00,193
2637,08200,SANT BOI DE LLOBREGAT,5010,PL MERCÈ RODOREDA I GURGUI,7, ,0, ,7,418501.1907,4577935.0096,41.34879014,2.02579973,2022/08/01 05:45:25+00,36
2638,08200,SANT BOI DE LLOBREGAT,0280,C BLAI NET,52, ,0, ,52,419939.9079,4576548.7521,41.33644918,2.04317798,2022/08/01 05:45:25+00,1231
2639,08200,SANT BOI DE LLOBREGAT,0300,C BONAVENTURA CALOPA,6,B,0, ,6B,420271.9659,4577631.4829,41.34623366,2.04700381,2022/08/01 05:45:25+00,466
2640,08200,SANT BOI DE LLOBREGAT,0820,C ISAAC ALBÉNIZ,3, ,0, ,3,419760.9798,4576662.6,41.33745675,2.0410248,2022/08/01 05:45:25+00,1464
2641,08200,SANT BOI DE LLOBREGAT,0765,C FREDERIC MOMPOU,70, ,72, ,70-72,418746.072,4578707.3357,41.35577075,2.02862312,2022/08/01 05:45:25+00,1938
2642,08200,SANT BOI DE LLOBREGAT,1110,C LLUÍS COMPANYS,23, ,0, ,23,418428.6749,4578692.2738,41.35560301,2.02483124,2022/08/01 05:45:25+00,542
2643,08200,SANT BOI DE LLOBREGAT,0500,. CIUTAT COOPERATIVA,26, ,0, ,26,419049.6384,4578945.9782,41.35795063,2.03221987,2022/08/01 05:45:25+00,477
2644,08200,SANT BOI DE LLOBREGAT,0660,C ENRIC GRANADOS,25, ,0, ,25,420065.3895,4576602.5549,41.33694621,2.04467036,2022/08/01 05:45:25+00,764
2645,08200,SANT BOI DE LLOBREGAT,3600,C TER,38, ,0, ,38,418359.2114,4577059.2365,41.34088821,2.02422058,2022/08/01 05:45:25+00,899
2646,08200,SANT BOI DE LLOBREGAT,2340,C JOAQUIM RUBIÓ I ORS,82, ,84, ,82-84,418734.5153,4578378.5632,41.35280853,2.02852901,2022/08/01 05:45:25+00,557
2647,08200,SANT BOI DE LLOBREGAT,2160,C PROVIDÈNCIA,36, ,0, ,36,418833.8354,4577984.9396,41.34927342,2.02976879,2022/08/01 05:45:25+00,1421
2648,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,115, ,0, ,115,418952.9833,4576542.7312,41.3362963,2.03138536,2022/08/01 05:45:25+00,1438
2649,08200,SANT BOI DE LLOBREGAT,0500,. CIUTAT COOPERATIVA,31, ,0, ,31,419176.8298,4578890.0418,41.35745962,2.03374772,2022/08/01 05:45:25+00,304
2650,08200,SANT BOI DE LLOBREGAT,6396,C VÍCTOR CATALÀ,3,A,0, ,3A,418455.8064,4578552.0845,41.35434316,2.02517439,2022/08/01 05:45:25+00,1102
2651,08200,SANT BOI DE LLOBREGAT,1800,C FRANCESC PI I MARGALL,170, ,172, ,170-172,419002.278,4577701.5113,41.34673771,2.03181984,2022/08/01 05:45:25+00,1166
2652,08200,SANT BOI DE LLOBREGAT,1430,C EUCALIPTUS,6, ,0, ,6,418159.0579,4578301.24,41.35205386,2.02166121,2022/08/01 05:45:25+00,958
2653,08200,SANT BOI DE LLOBREGAT,3750,C GARONA,3, ,0, ,3,418670.8099,4576908.761,41.33956448,2.02796447,2022/08/01 05:45:25+00,800
2654,08200,SANT BOI DE LLOBREGAT,1820,C MARIÀ FORTUNY,45, ,0, ,45,419727.0475,4577203.4313,41.34232433,2.04054782,2022/08/01 05:45:25+00,121
2655,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,106, ,0, ,106,418901.5452,4576483.7315,41.33575975,2.03077857,2022/08/01 05:45:25+00,1274
2656,08200,SANT BOI DE LLOBREGAT,6398,C PERE QUART,4, ,0, ,4,418433.4164,4578526.3733,41.35410933,2.02491022,2022/08/01 05:45:25+00,1648
2657,08200,SANT BOI DE LLOBREGAT,3600,C TER,25, ,0, ,25,418413.487,4577142.2362,41.34164124,2.02485804,2022/08/01 05:45:25+00,377
2658,08200,SANT BOI DE LLOBREGAT,6397,C JAUME CODINA,2, ,0, ,2,418379.8586,4578514.2657,41.35399486,2.02427168,2022/08/01 05:45:25+00,1648
2659,08200,SANT BOI DE LLOBREGAT,3270,C CAN PAULET,59, ,0, ,59,417759.0186,4577327.2415,41.34324093,2.01701172,2022/08/01 05:45:25+00,1271
2660,08200,SANT BOI DE LLOBREGAT,0315,C CABRERA,35, ,0, ,35,418274.2435,4576641.5072,41.33711736,2.02326139,2022/08/01 05:45:25+00,48
2661,08200,SANT BOI DE LLOBREGAT,0910,C JOAN PFAFF,3, ,0, ,3,418501.4979,4577614.259,41.34590137,2.02584646,2022/08/01 05:45:25+00,1953
2662,08200,SANT BOI DE LLOBREGAT,0900,C JOAN MARTÍ,17,I,0, ,17I,419188.6101,4577837.1281,41.34797784,2.03402874,2022/08/01 05:45:25+00,2067
2663,08200,SANT BOI DE LLOBREGAT,0460,CR SANTA CREU DE CALAFELL,22,C,0, ,22C,420068.5692,4576354.6149,41.33471346,2.04474099,2022/08/01 05:45:25+00,1946
2664,08200,SANT BOI DE LLOBREGAT,2560,C VERMELL,10, ,0, ,10,419816.2749,4577757.5825,41.34732414,2.04154097,2022/08/01 05:45:25+00,559
2665,08200,SANT BOI DE LLOBREGAT,2280,C RIERA ROJA,18, ,0, ,18,420093.973,4575845.0885,41.33012695,2.04511157,2022/08/01 05:45:25+00,1202
2666,08200,SANT BOI DE LLOBREGAT,0700,C EUSEBI GÜELL,99, ,0, ,99,418631.8123,4577689.9651,41.34659638,2.02739375,2022/08/01 05:45:25+00,115
2667,08200,SANT BOI DE LLOBREGAT,1300,C MOSSÈN JACINT VERDAGUER,133, ,0, ,133,419899.8037,4576846.7152,41.33912878,2.04265944,2022/08/01 05:45:25+00,872
2668,08200,SANT BOI DE LLOBREGAT,1310,C MÚRCIA,42, ,0, ,42,419674.1217,4575534.1729,41.32728497,2.04013606,2022/08/01 05:45:25+00,1097
2669,08200,SANT BOI DE LLOBREGAT,0780,C GENERAL O'DONNELL,63,A,0, ,63A,419696.288,4577683.345,41.34664358,2.04011674,2022/08/01 05:45:25+00,1819
2670,08200,SANT BOI DE LLOBREGAT,3300,C ORDAL,17, ,0, ,17,417694.0548,4577315.5647,41.34312913,2.01623693,2022/08/01 05:45:25+00,1060
2671,08200,SANT BOI DE LLOBREGAT,0765,C FREDERIC MOMPOU,84, ,0, ,84,418475.293,4578531.2098,41.35415713,2.02541012,2022/08/01 05:45:25+00,1148
2672,08200,SANT BOI DE LLOBREGAT,3300,C ORDAL,2, ,0, ,2,417796.7378,4577300.128,41.34300058,2.01746617,2022/08/01 05:45:25+00,32
2673,08200,SANT BOI DE LLOBREGAT,0650,C HORTS,7, ,0, ,7,420208.5699,4577665.8754,41.34653714,2.04624161,2022/08/01 05:45:25+00,2059
