OBJECTID,CODI_ENS,NOM_ENS,CODICARRER,CARRER,NUMINICIAL,SUFIXINICIAL,NUMFINAL,SUFIXFINAL,NUMERO,X,Y,LAT,LON,EXTRACCIO,CODITRAM
9562,08200,SANT BOI DE LLOBREGAT,1860,PL CEDRE,1, ,0, ,1,417952.6827,4578169.7309,41.35084845,2.0192123,2022/08/01 05:45:56+00,0
9563,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,100, ,0, ,100,418995.2643,4576504.7308,41.3359583,2.03189567,2022/08/01 05:45:56+00,1355
9564,08200,SANT BOI DE LLOBREGAT,3270,C CAN PAULET,2, ,0, ,2,418028.9599,4577557.5462,41.34534265,2.02020665,2022/08/01 05:45:56+00,1862
9565,08200,SANT BOI DE LLOBREGAT,0250,C BARCELONA,7, ,0, ,7,419715.5734,4576201.8796,41.33330277,2.0405431,2022/08/01 05:45:56+00,65
9566,08200,SANT BOI DE LLOBREGAT,0700,C EUSEBI GÜELL,66, ,0, ,66,419073.4636,4577787.971,41.34752355,2.03265909,2022/08/01 05:45:56+00,383
9567,08200,SANT BOI DE LLOBREGAT,0460,CR SANTA CREU DE CALAFELL,47,B,0, ,47B,419750.181,4575943.4845,41.33097899,2.04099076,2022/08/01 05:45:56+00,61
9568,08200,SANT BOI DE LLOBREGAT,2280,C RIERA ROJA,20, ,0, ,20,420106.4457,4575823.2053,41.32993109,2.04526348,2022/08/01 05:45:56+00,1202
9569,08200,SANT BOI DE LLOBREGAT,2350,C RUTLLA,17, ,0, ,17,419730.3898,4577627.6446,41.34614531,2.04053168,2022/08/01 05:45:56+00,1048
9570,08200,SANT BOI DE LLOBREGAT,3910,AV CAN CARRERES,14, ,0, ,14,418361.1347,4577978.1839,41.34916481,2.02411999,2022/08/01 05:45:56+00,1803
9571,08200,SANT BOI DE LLOBREGAT,3240,C MASSÍS DEL GARRAF,12, ,0, ,12,417878.7698,4577465.7408,41.34450052,2.01842411,2022/08/01 05:45:56+00,1337
9572,08200,SANT BOI DE LLOBREGAT,0470,C CASTELLÓ,2, ,4, ,2-4,420132.3626,4576277.0156,41.33402089,2.04551348,2022/08/01 05:45:56+00,1458
9573,08200,SANT BOI DE LLOBREGAT,3650,C TORDERA,11, ,0, ,11,418479.5181,4577155.8921,41.34177091,2.02564532,2022/08/01 05:45:56+00,1172
9574,08200,SANT BOI DE LLOBREGAT,1820,C MARIÀ FORTUNY,31, ,0, ,31,419803.1824,4577265.1017,41.34288734,2.04144955,2022/08/01 05:45:56+00,1506
9575,08200,SANT BOI DE LLOBREGAT,1280,C MONTEVIDEO,42, ,0, ,42,419900.0975,4577449.9704,41.34456199,2.04258338,2022/08/01 05:45:56+00,320
9576,08200,SANT BOI DE LLOBREGAT,0420,C NOU,22, ,0, ,22,419677.7317,4577818.887,41.34786247,2.03987703,2022/08/01 05:45:56+00,407
9577,08200,SANT BOI DE LLOBREGAT,1780,C PAU CLARIS,17, ,0, ,17,419519.7813,4577150.159,41.34182386,2.03807789,2022/08/01 05:45:56+00,915
9578,08200,SANT BOI DE LLOBREGAT,2360,C SALVADOR ALLENDE,18, ,0, ,18,419254.1005,4578037.3272,41.34978748,2.03478483,2022/08/01 05:45:56+00,1590
9579,08200,SANT BOI DE LLOBREGAT,1520,C SALZES,18,B,0, ,18B,418062.8852,4578051.4162,41.34979408,2.02054544,2022/08/01 05:45:56+00,1315
9580,08200,SANT BOI DE LLOBREGAT,2310,RD SANT RAMON,118, ,0, ,118,418755.3541,4577440.7506,41.34436433,2.02890361,2022/08/01 05:45:56+00,984
9581,08200,SANT BOI DE LLOBREGAT,2320,C ROSSELLÓ,109,B,0, ,109B,418397.0486,4577747.074,41.34708698,2.0245803,2022/08/01 05:45:56+00,1601
9582,08200,SANT BOI DE LLOBREGAT,5090,C CABASSES,3, ,0, ,3,420742.8568,4576140.9591,41.33285577,2.0528262,2022/08/01 05:45:56+00,522
9583,08200,SANT BOI DE LLOBREGAT,0040,C ALACANT,1, ,0, ,1,420096.1569,4576205.0363,41.33336902,2.04509032,2022/08/01 05:45:56+00,1190
9584,08200,SANT BOI DE LLOBREGAT,0240,C BALDIRI COMAS,31, ,33, ,31-33,419655.9139,4577444.0464,41.34448432,2.03966588,2022/08/01 05:45:56+00,837
9585,08200,SANT BOI DE LLOBREGAT,2300,AV MARINA,54,B,0, ,54B,419803.6884,4575434.5206,41.32640035,2.04169728,2022/08/01 05:45:56+00,2091
9586,08200,SANT BOI DE LLOBREGAT,4010,C JOAN VANDELLÒS I JARDÍ,5, ,0, ,5,419051.8288,4578278.9809,41.35194361,2.03233503,2022/08/01 05:45:56+00,854
9587,08200,SANT BOI DE LLOBREGAT,0010,C ABAT ESCARRÉ,44,B,0, ,44B,418849.0583,4577400.1853,41.34400842,2.0300289,2022/08/01 05:45:56+00,1827
9588,08200,SANT BOI DE LLOBREGAT,3790,C PIRINEUS,39, ,0, ,39,418277.8928,4577121.2372,41.34143837,2.02324044,2022/08/01 05:45:56+00,127
9589,08200,SANT BOI DE LLOBREGAT,2400,C SANT JOAN BOSCO,33, ,0, ,33,420073.8234,4577095.5606,41.34138727,2.04470626,2022/08/01 05:45:56+00,2090
9590,08200,SANT BOI DE LLOBREGAT,0010,C ABAT ESCARRÉ,48, ,0, ,48,418798.6332,4577375.8714,41.34378436,2.02942952,2022/08/01 05:45:56+00,665
9591,08200,SANT BOI DE LLOBREGAT,1900,PL GENERALITAT,14,Q,0, ,14Q,418989.9001,4577928.3232,41.34877922,2.03164163,2022/08/01 05:45:56+00,2121
9592,08200,SANT BOI DE LLOBREGAT,1070,C LLEIDA,1, ,0, ,1,418822.0586,4578294.4128,41.35205947,2.02958664,2022/08/01 05:45:56+00,2079
9593,08200,SANT BOI DE LLOBREGAT,0420,C NOU,29, ,0, ,29,419697.6504,4577774.3103,41.34746298,2.04012099,2022/08/01 05:45:56+00,1364
9594,08200,SANT BOI DE LLOBREGAT,3830,C MEDES,4, ,0, ,4,418065.6699,4576712.5213,41.33773576,2.02075941,2022/08/01 05:45:56+00,565
9595,08200,SANT BOI DE LLOBREGAT,2510,C VALÈNCIA,12,A,0, ,12A,420599.0032,4576599.0956,41.33696781,2.0510474,2022/08/01 05:45:56+00,1397
9596,08200,SANT BOI DE LLOBREGAT,0020,AV TORRE DE LA VILA,1, ,3, ,1-3,419519.8713,4576480.4253,41.33579196,2.03816772,2022/08/01 05:45:56+00,1713
9597,08200,SANT BOI DE LLOBREGAT,2310,RD SANT RAMON,70, ,0, ,70,418579.1357,4578105.9655,41.35033772,2.02670839,2022/08/01 05:45:56+00,2046
9598,08200,SANT BOI DE LLOBREGAT,1440,PS MIMOSES,11, ,0, ,11,418352.3256,4578179.5537,41.35097753,2.02398761,2022/08/01 05:45:56+00,737
9599,08200,SANT BOI DE LLOBREGAT,0550,C DÍDAC PRIU,37, ,0, ,37,420054.6967,4576838.4249,41.3390695,2.04451154,2022/08/01 05:45:56+00,148
9600,08200,SANT BOI DE LLOBREGAT,0480,C CERDANYA,46, ,0, ,46,419759.405,4577122.5184,41.34159882,2.04094521,2022/08/01 05:45:56+00,1349
9601,08200,SANT BOI DE LLOBREGAT,3270,C CAN PAULET,40, ,0, ,40,417760.0479,4577339.4169,41.34335069,2.01702237,2022/08/01 05:45:56+00,1271
9602,08200,SANT BOI DE LLOBREGAT,6398,C PERE QUART,8, ,0, ,8,418455.531,4578575.3852,41.35455299,2.02516797,2022/08/01 05:45:56+00,1648
9603,08200,SANT BOI DE LLOBREGAT,2320,C ROSSELLÓ,41, ,0, ,41,419056.6945,4577859.5852,41.34816685,2.03244912,2022/08/01 05:45:56+00,2107
9604,08200,SANT BOI DE LLOBREGAT,0350,CM VELL DE CAN CARRERAS,11, ,0, ,11,417721.5995,4577860.4018,41.34803894,2.01649227,2022/08/01 05:45:56+00,937
9605,08200,SANT BOI DE LLOBREGAT,0820,C ISAAC ALBÉNIZ,25, ,0, ,25,419819.1628,4576610.2812,41.33699133,2.04172699,2022/08/01 05:45:56+00,1515
9606,08200,SANT BOI DE LLOBREGAT,1200,C RAMÓN MENÉNDEZ PIDAL,24, ,0, ,24,419622.9204,4576266.1821,41.33387267,2.03942747,2022/08/01 05:45:56+00,914
9607,08200,SANT BOI DE LLOBREGAT,3610,C CANONS,41, ,45, ,41-45,418463.6101,4577005.7997,41.34041751,2.02547536,2022/08/01 05:45:56+00,1079
9608,08200,SANT BOI DE LLOBREGAT,2570,C VÍCTOR BALAGUER,55, ,0, ,55,419391.7129,4577563.0021,41.3455293,2.03649258,2022/08/01 05:45:56+00,887
9609,08200,SANT BOI DE LLOBREGAT,3390,C MONTNEGRE,2, ,4, ,2-4,418079.2062,4577277.739,41.34282771,2.02084491,2022/08/01 05:45:56+00,1474
9610,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,89, ,0, ,89,419051.1573,4576453.8128,41.33550533,2.03257035,2022/08/01 05:45:56+00,1186
9611,08200,SANT BOI DE LLOBREGAT,2320,C ROSSELLÓ,104, ,0, ,104,418525.9575,4577781.3758,41.34740896,2.02611636,2022/08/01 05:45:56+00,641
9612,08200,SANT BOI DE LLOBREGAT,3600,C TER,27, ,0, ,27,418410.657,4577136.1746,41.34158636,2.02482504,2022/08/01 05:45:56+00,377
9613,08200,SANT BOI DE LLOBREGAT,2300,AV MARINA,10,B,0, ,10B,420476.5788,4576016.1652,41.33170559,2.04966077,2022/08/01 05:45:56+00,0
9614,08200,SANT BOI DE LLOBREGAT,2140,C GAVÀ,11, ,0, ,11,419679.7564,4576259.1301,41.33381482,2.04010754,2022/08/01 05:45:56+00,1972
9615,08200,SANT BOI DE LLOBREGAT,1100,C LLUÍS CASTELLS,63, ,0, ,63,419356.9547,4577632.1262,41.34614838,2.03606799,2022/08/01 05:45:56+00,1826
9616,08200,SANT BOI DE LLOBREGAT,0900,C JOAN MARTÍ,37, ,0, ,37,419195.4798,4577953.8153,41.34902946,2.03409531,2022/08/01 05:45:56+00,525
9617,08200,SANT BOI DE LLOBREGAT,1380,C XIPRERS,18, ,0, ,18,418419.8245,4578103.6502,41.35030075,2.02480458,2022/08/01 05:45:56+00,1913
9618,08200,SANT BOI DE LLOBREGAT,2310,RD SANT RAMON,155,B,0, ,155B,418985.8714,4576911.901,41.3396245,2.03172911,2022/08/01 05:45:56+00,41
9619,08200,SANT BOI DE LLOBREGAT,0500,. CIUTAT COOPERATIVA,36, ,0, ,36,419124.3479,4578827.6009,41.35689199,2.0331287,2022/08/01 05:45:56+00,1305
9620,08200,SANT BOI DE LLOBREGAT,1310,C MÚRCIA,46, ,0, ,46,419517.934,4575378.12,41.32586391,2.0382906,2022/08/01 05:45:56+00,10
9621,08200,SANT BOI DE LLOBREGAT,1360,C ACÀCIES,9, ,0, ,9,418488.8494,4578105.0222,41.35032009,2.0256294,2022/08/01 05:45:56+00,1639
9622,08200,SANT BOI DE LLOBREGAT,2570,C VÍCTOR BALAGUER,23, ,0, ,23,419569.6628,4577558.9498,41.34551059,2.03861986,2022/08/01 05:45:56+00,986
9623,08200,SANT BOI DE LLOBREGAT,0500,. CIUTAT COOPERATIVA,4, ,0, ,4,419150.612,4579007.4326,41.35851426,2.03341868,2022/08/01 05:45:56+00,1549
9624,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,91, ,0, ,91,419042.6389,4576442.2304,41.33540016,2.0324701,2022/08/01 05:45:56+00,1859
9625,08200,SANT BOI DE LLOBREGAT,0990,C PAU,10, ,0, ,10,419992.7374,4577692.4332,41.34675493,2.04365858,2022/08/01 05:45:56+00,1646
9626,08200,SANT BOI DE LLOBREGAT,2410,C SANT PERE,50, ,0, ,50,420083.1595,4577321.1326,41.3434198,2.04478814,2022/08/01 05:45:56+00,1534
9627,08200,SANT BOI DE LLOBREGAT,2110,PL LLORENÇ PRESAS,3, ,4, ,3-4,419792.5128,4577693.9631,41.34674879,2.04126538,2022/08/01 05:45:56+00,363
9628,08200,SANT BOI DE LLOBREGAT,1800,C FRANCESC PI I MARGALL,88, ,0, ,88,419301.7207,4577730.7355,41.34703096,2.03539476,2022/08/01 05:45:56+00,1143
9629,08200,SANT BOI DE LLOBREGAT,6381,C JENARO SANCHO,6, ,0, ,6,419079.0372,4578599.792,41.3548357,2.03261746,2022/08/01 05:45:56+00,187
9630,08200,SANT BOI DE LLOBREGAT,1170,DS MARINA,31, ,0, ,31,421942.3047,4574571.3011,41.31883566,2.06736016,2022/08/01 05:45:56+00,0
9631,08200,SANT BOI DE LLOBREGAT,0670,C ENRIC MORERA,1, ,0, ,1,419611.6047,4576226.5462,41.33351456,2.0392975,2022/08/01 05:45:56+00,1776
9632,08200,SANT BOI DE LLOBREGAT,2330,C ANTONI RUBIÓ I LLUCH,22, ,24, ,22-24,418363.9484,4577899.4553,41.34845603,2.02416421,2022/08/01 05:45:56+00,233
9633,08200,SANT BOI DE LLOBREGAT,1520,C SALZES,75, ,0, ,75,418187.5333,4577771.1396,41.34728247,2.02207302,2022/08/01 05:45:56+00,674
9634,08200,SANT BOI DE LLOBREGAT,1040,C ERES,25, ,0, ,25,419612.1492,4577573.1697,41.3456429,2.03912574,2022/08/01 05:45:56+00,988
9635,08200,SANT BOI DE LLOBREGAT,2250,C RIERA GASULLA,28, ,0, ,28,418785.1309,4578094.2816,41.35025329,2.02917204,2022/08/01 05:45:56+00,1565
9636,08200,SANT BOI DE LLOBREGAT,3600,C TER,14, ,0, ,14,418514.332,4577298.7357,41.34306094,2.0260422,2022/08/01 05:45:56+00,1864
9637,08200,SANT BOI DE LLOBREGAT,1040,C ERES,17, ,0, ,17,419613.7632,4577596.2039,41.34585052,2.03914198,2022/08/01 05:45:56+00,988
9638,08200,SANT BOI DE LLOBREGAT,2340,C JOAQUIM RUBIÓ I ORS,38, ,0, ,38,418740.363,4578028.4085,41.34965549,2.02864579,2022/08/01 05:45:56+00,1003
9639,08200,SANT BOI DE LLOBREGAT,3910,AV CAN CARRERES,33, ,0, ,33,418374.3367,4577960.6144,41.34900791,2.02428014,2022/08/01 05:45:56+00,1803
9640,08200,SANT BOI DE LLOBREGAT,2280,C RIERA ROJA,11,I,0, ,11I,420084.2621,4575944.0563,41.33101734,2.04498252,2022/08/01 05:45:56+00,1748
9641,08200,SANT BOI DE LLOBREGAT,2200,C RAMON LLULL,39, ,0, ,39,419109.7613,4578781.1225,41.35647192,2.03296053,2022/08/01 05:45:56+00,849
9642,08200,SANT BOI DE LLOBREGAT,0290,C BONAVENTURA ARIBAU,15, ,0, ,15,420023.2887,4576952.9268,41.34009764,2.04412113,2022/08/01 05:45:56+00,1943
9643,08200,SANT BOI DE LLOBREGAT,1300,C MOSSÈN JACINT VERDAGUER,9, ,0, ,9,419424.0643,4577440.4277,41.34442858,2.03689549,2022/08/01 05:45:56+00,794
9644,08200,SANT BOI DE LLOBREGAT,0800,C HOSPITAL,2, ,0, ,2,420143.1429,4577727.0483,41.34708161,2.04545161,2022/08/01 05:45:56+00,1121
9645,08200,SANT BOI DE LLOBREGAT,1330,C NORD,23, ,0, ,23,419471.0967,4577563.5158,41.34554186,2.03744125,2022/08/01 05:45:56+00,314
9646,08200,SANT BOI DE LLOBREGAT,1490,C PLATANERS,5, ,0, ,5,418241.6149,4578124.0617,41.35046651,2.02267184,2022/08/01 05:45:56+00,594
9647,08200,SANT BOI DE LLOBREGAT,2170,RB RAFAEL CASANOVA,60, ,0, ,60,419747.9555,4577858.5096,41.34822633,2.04071109,2022/08/01 05:45:56+00,2034
9648,08200,SANT BOI DE LLOBREGAT,0650,C HORTS,6, ,0, ,6,420212.2124,4577657.2234,41.34645958,2.04628628,2022/08/01 05:45:56+00,2059
9649,08200,SANT BOI DE LLOBREGAT,0250,C BARCELONA,21, ,0, ,21,419676.6739,4576153.7497,41.33286541,2.04008464,2022/08/01 05:45:56+00,1139
9650,08200,SANT BOI DE LLOBREGAT,2150,C PRIMER DE MAIG,30,A,0, ,30A,419145.4077,4578714.2399,41.35587313,2.03339554,2022/08/01 05:45:56+00,1668
9651,08200,SANT BOI DE LLOBREGAT,1550,C MÈLIES,1, ,0, ,1,418202.7578,4578361.284,41.35259908,2.02217544,2022/08/01 05:45:56+00,1605
9652,08200,SANT BOI DE LLOBREGAT,1650,C PARE PERE PIERA I ESTADELLA,8, ,10, ,8-10,419579.7153,4577322.298,41.3433802,2.03877135,2022/08/01 05:45:56+00,1502
9653,08200,SANT BOI DE LLOBREGAT,2300,AV MARINA,14,A,0, ,14A,420449.2592,4575987.0034,41.33144025,2.04933815,2022/08/01 05:45:56+00,142
9654,08200,SANT BOI DE LLOBREGAT,1290,C MONTMANY,18, ,0, ,18,419147.2828,4577810.5011,41.34773388,2.03353835,2022/08/01 05:45:56+00,1381
9655,08200,SANT BOI DE LLOBREGAT,1640,C PARE BALDIRI DE SANT BOI,48, ,0, ,48,418929.495,4577505.1986,41.34496231,2.03097618,2022/08/01 05:45:56+00,593
9656,08200,SANT BOI DE LLOBREGAT,1900,PL GENERALITAT,23, ,0, ,23,419025.235,4577881.48,41.34836089,2.0320702,2022/08/01 05:45:56+00,713
9657,08200,SANT BOI DE LLOBREGAT,3270,C CAN PAULET,20, ,0, ,20,417933.7047,4577462.8056,41.34447968,2.01908104,2022/08/01 05:45:56+00,1862
9658,08200,SANT BOI DE LLOBREGAT,2150,C PRIMER DE MAIG,14, ,16, ,14-16,419232.8916,4578681.4258,41.35558637,2.03444562,2022/08/01 05:45:56+00,1033
9659,08200,SANT BOI DE LLOBREGAT,3910,AV CAN CARRERES,9,B,0, ,9B,418491.03,4578039.8901,41.34973371,2.02566421,2022/08/01 05:45:56+00,947
9660,08200,SANT BOI DE LLOBREGAT,2430,C SARAGOSSA,14,B,0, ,14B,420663.2195,4576571.313,41.33672391,2.0518184,2022/08/01 05:45:56+00,923
9661,08200,SANT BOI DE LLOBREGAT,2570,C VÍCTOR BALAGUER,12, ,0, ,12,419631.3201,4577567.8075,41.34559652,2.03935557,2022/08/01 05:45:56+00,1707
9662,08200,SANT BOI DE LLOBREGAT,3830,C MEDES,18, ,0, ,18,418195.2648,4576736.2373,41.33796253,2.02230485,2022/08/01 05:45:56+00,1721
9663,08200,SANT BOI DE LLOBREGAT,1850,PL CATALUNYA,10, ,0, ,10,419885.9289,4576976.8697,41.34029963,2.04247647,2022/08/01 05:45:56+00,1786
9664,08200,SANT BOI DE LLOBREGAT,6070,C GARRAF,28, ,0, ,28,419197.1272,4575643.6655,41.32822344,2.03442237,2022/08/01 05:45:56+00,1772
9665,08200,SANT BOI DE LLOBREGAT,0220,C MOSSÈN PERE TARRÉS,10, ,0, ,10,420047.8808,4577319.9201,41.34340538,2.04436669,2022/08/01 05:45:56+00,1119
9666,08200,SANT BOI DE LLOBREGAT,0420,C NOU,31, ,0, ,31,419698.5001,4577770.7389,41.3474309,2.04013162,2022/08/01 05:45:56+00,1364
9667,08200,SANT BOI DE LLOBREGAT,0500,. CIUTAT COOPERATIVA,12, ,0, ,12,419115.8765,4578952.1023,41.35801244,2.03301084,2022/08/01 05:45:56+00,1468
9668,08200,SANT BOI DE LLOBREGAT,2400,C SANT JOAN BOSCO,13,B,0, ,13B,420010.9965,4577266.6717,41.34292214,2.0439329,2022/08/01 05:45:56+00,447
9669,08200,SANT BOI DE LLOBREGAT,0280,C BLAI NET,41, ,0, ,41,419913.0619,4576589.5916,41.33681433,2.04285179,2022/08/01 05:45:56+00,1231
9670,08200,SANT BOI DE LLOBREGAT,2320,C ROSSELLÓ,109, ,0, ,109,418414.1122,4577750.2242,41.34711708,2.02478381,2022/08/01 05:45:56+00,1601
9671,08200,SANT BOI DE LLOBREGAT,2270,C RIERA DEL FONOLLAR,8,A,0, ,8A,419052.9753,4575985.589,41.33128849,2.03265447,2022/08/01 05:45:56+00,978
9672,08200,SANT BOI DE LLOBREGAT,0910,C JOAN PFAFF,36, ,38, ,36-38,418461.9919,4577919.9193,41.34865027,2.02533326,2022/08/01 05:45:56+00,171
9673,08200,SANT BOI DE LLOBREGAT,0710,C EXTREMADURA,16, ,0, ,16,419378.5252,4575935.691,41.33087171,2.036551,2022/08/01 05:45:56+00,85
9674,08200,SANT BOI DE LLOBREGAT,2310,RD SANT RAMON,189, ,0, ,189,419917.0024,4576235.1551,41.3336225,2.04294561,2022/08/01 05:45:56+00,2033
9675,08200,SANT BOI DE LLOBREGAT,1820,C MARIÀ FORTUNY,41, ,0, ,41,419761.1932,4577231.6442,41.34258183,2.04095216,2022/08/01 05:45:56+00,1031
9676,08200,SANT BOI DE LLOBREGAT,2590,C VILADECANS,17, ,0, ,17,419765.5456,4576098.1306,41.33237334,2.04115392,2022/08/01 05:45:56+00,1360
9677,08200,SANT BOI DE LLOBREGAT,0470,C CASTELLÓ,4, ,0, ,4,420163.9756,4576242.6074,41.33371413,2.04589576,2022/08/01 05:45:56+00,1458
9678,08200,SANT BOI DE LLOBREGAT,3300,C ORDAL,7, ,0, ,7,417749.6679,4577273.1241,41.34275257,2.0169073,2022/08/01 05:45:56+00,1451
9679,08200,SANT BOI DE LLOBREGAT,2480,C TORRE FIGUERES,11, ,0, ,11,419643.4144,4577266.5625,41.34288458,2.03953999,2022/08/01 05:45:56+00,448
9680,08200,SANT BOI DE LLOBREGAT,0932,C JORDI RUBIÓ I BALAGUER,11, ,0, ,11,418821.8041,4577614.4765,41.34593567,2.02967453,2022/08/01 05:45:56+00,1087
9681,08200,SANT BOI DE LLOBREGAT,1100,C LLUÍS CASTELLS,36, ,0, ,36,419417.0235,4577653.8827,41.34635034,2.03678301,2022/08/01 05:45:56+00,200
9682,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,74, ,0, ,74,419096.1382,4576345.7298,41.3345364,2.03312225,2022/08/01 05:45:56+00,1560
9683,08200,SANT BOI DE LLOBREGAT,1500,C GINESTA,60, ,0, ,60,418189.0897,4577869.2368,41.34816613,2.0220784,2022/08/01 05:45:56+00,534
9684,08200,SANT BOI DE LLOBREGAT,0830,C JAUME BALMES,53, ,0, ,53,419982.5665,4576599.611,41.33691147,2.04368103,2022/08/01 05:45:56+00,312
9685,08200,SANT BOI DE LLOBREGAT,0900,C JOAN MARTÍ,28, ,0, ,28,419265.1119,4577795.2834,41.34760864,2.03494864,2022/08/01 05:45:56+00,2001
9686,08200,SANT BOI DE LLOBREGAT,1346,C OSCA,8, ,0, ,8,420445.7607,4576712.3019,41.33797228,2.04920135,2022/08/01 05:45:56+00,1918
9687,08200,SANT BOI DE LLOBREGAT,1310,C MÚRCIA,15, ,0, ,15,419971.7032,4575785.8092,41.32958092,2.04365843,2022/08/01 05:45:56+00,2066
9688,08200,SANT BOI DE LLOBREGAT,3420,C MONTAGUT,13, ,0, ,13,418014.1124,4577289.7395,41.34292917,2.02006537,2022/08/01 05:45:56+00,160
9689,08200,SANT BOI DE LLOBREGAT,2170,RB RAFAEL CASANOVA,5, ,0, ,5,419867.1617,4577756.0614,41.34731551,2.04214935,2022/08/01 05:45:56+00,1160
9690,08200,SANT BOI DE LLOBREGAT,0750,C FRANCESC MACIÀ,110, ,0, ,110,420084.1358,4576763.1464,41.33839443,2.04487325,2022/08/01 05:45:56+00,1747
9691,08200,SANT BOI DE LLOBREGAT,1150,C MALLORCA,16, ,0, ,16,420058.0515,4577259.5658,41.34286281,2.04449618,2022/08/01 05:45:56+00,922
9692,08200,SANT BOI DE LLOBREGAT,0760,C FREDERIC MISTRAL,13, ,0, ,13,420047.989,4577610.2174,41.34601994,2.04432975,2022/08/01 05:45:56+00,747
9693,08200,SANT BOI DE LLOBREGAT,1640,C PARE BALDIRI DE SANT BOI,21, ,0, ,21,418949.7498,4577499.9691,41.34491725,2.03121895,2022/08/01 05:45:56+00,593
9694,08200,SANT BOI DE LLOBREGAT,1800,C FRANCESC PI I MARGALL,56, ,0, ,56,419459.6115,4577752.1465,41.3472396,2.03727896,2022/08/01 05:45:56+00,268
9695,08200,SANT BOI DE LLOBREGAT,0350,CM VELL DE CAN CARRERAS,4, ,0, ,4,417780.0706,4577858.3338,41.34802629,2.01719138,2022/08/01 05:45:56+00,937
9696,08200,SANT BOI DE LLOBREGAT,2250,C RIERA GASULLA,23, ,0, ,23,418880.1512,4578096.0072,41.35027841,2.03030751,2022/08/01 05:45:56+00,207
9697,08200,SANT BOI DE LLOBREGAT,1120,C LLUÍS PASCUAL ROCA,85, ,0, ,85,419192.5045,4577669.4741,41.34646827,2.0340976,2022/08/01 05:45:56+00,561
9698,08200,SANT BOI DE LLOBREGAT,1500,C GINESTA,40, ,0, ,40,418159.109,4577944.6728,41.34884249,2.02170991,2022/08/01 05:45:56+00,534
9699,08200,SANT BOI DE LLOBREGAT,0100,C ANTONI GAUDÍ,68, ,0, ,68,418761.3455,4577910.5657,41.34859627,2.02891235,2022/08/01 05:45:56+00,1212
9700,08200,SANT BOI DE LLOBREGAT,1740,PG PONENT,9, ,0, ,9,419569.2655,4577613.0206,41.34599753,2.03860795,2022/08/01 05:45:56+00,464
9701,08200,SANT BOI DE LLOBREGAT,0250,C BARCELONA,20, ,0, ,20,419691.1997,4576190.7997,41.33320055,2.04025332,2022/08/01 05:45:56+00,65
9702,08200,SANT BOI DE LLOBREGAT,3850,C ORIOLES,27, ,0, ,27,418238.4206,4576677.2368,41.33743552,2.0228285,2022/08/01 05:45:56+00,1899
9703,08200,SANT BOI DE LLOBREGAT,1360,C ACÀCIES,26, ,0, ,26,418356.8758,4578138.4357,41.35060766,2.02404753,2022/08/01 05:45:56+00,2051
9704,08200,SANT BOI DE LLOBREGAT,1310,C MÚRCIA,33,F,0, ,33F,419817.73,4575635.8789,41.32821528,2.04183848,2022/08/01 05:45:56+00,829
9705,08200,SANT BOI DE LLOBREGAT,0350,CM VELL DE CAN CARRERAS,13, ,0, ,13,417702.8395,4577854.5525,41.34798435,2.01626885,2022/08/01 05:45:56+00,937
9706,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,33, ,0, ,33,419252.2516,4576418.8385,41.33521051,2.03497798,2022/08/01 05:45:56+00,722
9707,08200,SANT BOI DE LLOBREGAT,1540,C LILÀS,41, ,0, ,41,418006.2496,4577954.497,41.34891543,2.01988162,2022/08/01 05:45:56+00,1757
9708,08200,SANT BOI DE LLOBREGAT,1440,PS MIMOSES,17, ,19, ,17-19,418312.4575,4578055.3046,41.34985445,2.02352782,2022/08/01 05:45:56+00,760
9709,08200,SANT BOI DE LLOBREGAT,1540,C LILÀS,16, ,0, ,16,418020.6009,4578202.001,41.351146,2.02001972,2022/08/01 05:45:56+00,1353
9710,08200,SANT BOI DE LLOBREGAT,0940,C JOSEP MARIEGES,21, ,0, ,21,419946.1463,4576360.7893,41.33475692,2.0432773,2022/08/01 05:45:56+00,1608
9711,08200,SANT BOI DE LLOBREGAT,0250,C BARCELONA,34, ,0, ,34,419620.3328,4576120.852,41.33256351,2.03941578,2022/08/01 05:45:56+00,419
9712,08200,SANT BOI DE LLOBREGAT,1500,C GINESTA,5, ,0, ,5,418192.3336,4578238.4612,41.35149183,2.0220674,2022/08/01 05:45:56+00,2027
9713,08200,SANT BOI DE LLOBREGAT,1240,C MIQUEL,52, ,0, ,52,418728.6561,4577446.5527,41.34441389,2.02858377,2022/08/01 05:45:56+00,971
9714,08200,SANT BOI DE LLOBREGAT,0530,C CRISTÒFOR COLOM,27, ,0, ,27,420006.7768,4576419.0458,41.33528762,2.04399412,2022/08/01 05:45:56+00,586
9715,08200,SANT BOI DE LLOBREGAT,6394,C MARGARITA XIRGU,29, ,0, ,29,418227.6798,4578584.2375,41.35460961,2.02244328,2022/08/01 05:45:56+00,1790
9716,08200,SANT BOI DE LLOBREGAT,2200,C RAMON LLULL,41, ,0, ,41,419099.801,4578784.4901,41.35650125,2.03284103,2022/08/01 05:45:56+00,849
